,Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites
499,a366,Stelasyn,Female,16,29,25,59.01172817,0
500,a366,Stelasyn,Female,16,29,30,63.44068627,1
501,a401,Zoniferol,Female,8,25,0,45.0,0
502,a401,Zoniferol,Female,8,25,5,46.11198591,0
503,a401,Zoniferol,Female,8,25,10,47.7259374,1
504,a401,Zoniferol,Female,8,25,15,49.93472542,1
505,a401,Zoniferol,Female,8,25,20,52.20451136,2
506,a401,Zoniferol,Female,8,25,25,54.20983551,3
507,a401,Zoniferol,Female,8,25,30,55.91016159,3
508,a401,Zoniferol,Female,8,25,35,60.34714467,3
509,a401,Zoniferol,Female,8,25,40,61.76860538,4
510,a401,Zoniferol,Female,8,25,45,66.79415599,4
511,a457,Ketapril,Female,11,30,0,45.0,0
512,a457,Ketapril,Female,11,30,5,47.462891,0
513,a457,Ketapril,Female,11,30,10,49.78341894,0
514,a492,Stelasyn,Male,20,25,0,45.0,0
515,a492,Stelasyn,Male,20,25,5,46.40914339,0
516,a492,Stelasyn,Male,20,25,10,48.43219661,0
517,a492,Stelasyn,Male,20,25,15,51.9852629,0
518,a492,Stelasyn,Male,20,25,20,53.67719253,0
519,a492,Stelasyn,Male,20,25,25,54.70122868,1
520,a492,Stelasyn,Male,20,25,30,56.20104104,1
521,a492,Stelasyn,Male,20,25,35,57.30855379,1
522,a492,Stelasyn,Male,20,25,40,57.92849897,1
523,a492,Stelasyn,Male,20,25,45,60.12201052,1
524,a577,Infubinol,Female,6,25,0,45.0,0
525,a577,Infubinol,Female,6,25,5,46.1977199,1
526,a577,Infubinol,Female,6,25,10,49.5096389,1
527,a577,Infubinol,Female,6,25,15,50.91500662,2
528,a577,Infubinol,Female,6,25,20,52.36518457,2
529,a577,Infubinol,Female,6,25,25,54.38093154,2
530,a577,Infubinol,Female,6,25,30,57.03186187,2
531,a685,Infubinol,Male,8,30,0,45.0,0
532,a685,Infubinol,Male,8,30,5,46.87048256,0
533,a685,Infubinol,Male,8,30,10,47.66475264,0
534,a685,Infubinol,Male,8,30,15,48.95147442,0
535,a685,Infubinol,Male,8,30,20,49.49055902,0
536,a685,Infubinol,Male,8,30,25,51.93995092,0
537,a685,Infubinol,Male,8,30,30,55.45385519,1
538,a685,Infubinol,Male,8,30,35,58.09262925,1
539,a685,Infubinol,Male,8,30,40,60.56790371,2
540,a685,Infubinol,Male,8,30,45,66.08306589,3
541,a699,Propriva,Female,5,28,0,45.0,0
542,a699,Propriva,Female,5,28,5,46.55308986,0
543,a699,Propriva,Female,5,28,10,47.86737569,0
544,a699,Propriva,Female,5,28,15,49.53040137,0
545,a699,Propriva,Female,5,28,20,50.71242334,0
546,a699,Propriva,Female,5,28,25,51.84638147,0
547,a699,Propriva,Female,5,28,30,54.37934505,0
548,a699,Propriva,Female,5,28,35,56.51068234,1
549,a699,Propriva,Female,5,28,40,58.60544816,1
550,a699,Propriva,Female,5,28,45,62.19141437,1
551,a788,Zoniferol,Male,5,30,0,45.0,0
552,a788,Zoniferol,Male,5,30,5,47.00658024,0
553,a788,Zoniferol,Male,5,30,10,50.15972132,1
554,a788,Zoniferol,Male,5,30,15,52.53994926,1
555,a788,Zoniferol,Male,5,30,20,54.06098332,1
556,a788,Zoniferol,Male,5,30,25,56.7702803,1
557,a788,Zoniferol,Male,5,30,30,60.41370908,1
558,a818,Naftisol,Female,12,28,0,45.0,0
559,a818,Naftisol,Female,12,28,5,45.69670864,0
560,a818,Naftisol,Female,12,28,10,49.79091948,0
561,a818,Naftisol,Female,12,28,15,51.22756565,0
562,a818,Naftisol,Female,12,28,20,54.8346245,0
563,a818,Naftisol,Female,12,28,25,56.96627332,0
564,a818,Naftisol,Female,12,28,30,60.07237198,0
565,a818,Naftisol,Female,12,28,35,63.29854586,0
566,a818,Naftisol,Female,12,28,40,69.27381374,1
567,a818,Naftisol,Female,12,28,45,74.99776443,2
568,a897,Placebo,Male,7,28,0,45.0,0
569,a897,Placebo,Male,7,28,5,45.69112405,1
570,a897,Placebo,Male,7,28,10,47.97292708,1
571,a897,Placebo,Male,7,28,15,52.34308525,2
572,a897,Placebo,Male,7,28,20,54.59570541,3
573,a897,Placebo,Male,7,28,25,56.41331977,3
574,a897,Placebo,Male,7,28,30,59.91693443,3
575,a897,Placebo,Male,7,28,35,64.0528731,3
576,a897,Placebo,Male,7,28,40,67.21174279,4
577,a897,Placebo,Male,7,28,45,72.25596306,4
578,a963,Stelasyn,Female,23,27,0,45.0,0
579,a963,Stelasyn,Female,23,27,5,46.23350581,0
580,a963,Stelasyn,Female,23,27,10,47.15052201,0
581,a963,Stelasyn,Female,23,27,15,47.83685218,0
582,a963,Stelasyn,Female,23,27,20,51.46373448,0
583,a963,Stelasyn,Female,23,27,25,52.12980374,0
584,a963,Stelasyn,Female,23,27,30,53.40166738,1
585,a963,Stelasyn,Female,23,27,35,56.81397646,1
586,a963,Stelasyn,Female,23,27,40,58.46378685,1
587,a963,Stelasyn,Female,23,27,45,62.76509317,1
588,b313,Zoniferol,Male,12,27,0,45.0,0
589,b313,Zoniferol,Male,12,27,5,47.15443254,0
590,b313,Zoniferol,Male,12,27,10,48.31937218,1
591,b313,Zoniferol,Male,12,27,15,49.18838735,1
592,b313,Zoniferol,Male,12,27,20,53.9796797,1
593,b313,Zoniferol,Male,12,27,25,55.74514628,1
594,b447,Ceftamin,Male,2,30,0,45.0,0
595,b487,Ceftamin,Female,6,28,0,45.0,0
596,b487,Ceftamin,Female,6,28,5,46.21397739,0
597,b487,Ceftamin,Female,6,28,10,47.6643871,0
598,b487,Ceftamin,Female,6,28,15,51.68325586,0
599,b487,Ceftamin,Female,6,28,20,53.42766344,0
600,b487,Ceftamin,Female,6,28,25,56.05774909,1
601,b559,Naftisol,Male,20,26,0,45.0,0
602,b559,Naftisol,Male,20,26,5,47.40989731,0
603,b559,Naftisol,Male,20,26,10,48.03643202,0
604,b559,Naftisol,Male,20,26,15,51.37886229,0
605,b559,Naftisol,Male,20,26,20,55.65445572,1
606,b559,Naftisol,Male,20,26,25,57.04366929,1
607,b559,Naftisol,Male,20,26,30,61.19038663,1
608,b559,Naftisol,Male,20,26,35,65.70576275,1
609,b559,Naftisol,Male,20,26,40,69.96961645,1
610,b559,Naftisol,Male,20,26,45,73.05136339,1
611,b759,Ceftamin,Female,12,25,0,45.0,0
612,b759,Ceftamin,Female,12,25,5,48.00919049,0
613,b759,Ceftamin,Female,12,25,10,49.13335499,0
614,b759,Ceftamin,Female,12,25,15,51.58779906,0
615,b759,Ceftamin,Female,12,25,20,54.44303502,0
616,b759,Ceftamin,Female,12,25,25,55.08363235,0
617,b759,Ceftamin,Female,12,25,30,55.74282869,1
618,b879,Stelasyn,Female,4,26,0,45.0,0
619,b879,Stelasyn,Female,4,26,5,49.15615628,1
620,b879,Stelasyn,Female,4,26,10,50.33894583,1
621,b879,Stelasyn,Female,4,26,15,51.61838657,1
622,b879,Stelasyn,Female,4,26,20,53.98343568,1
623,b879,Stelasyn,Female,4,26,25,56.46998744,2
624,b879,Stelasyn,Female,4,26,30,60.90761481,2
625,b879,Stelasyn,Female,4,26,35,64.26088633,2
626,b879,Stelasyn,Female,4,26,40,67.18912666,2
627,b879,Stelasyn,Female,4,26,45,72.55523894,2
628,c139,Infubinol,Male,11,28,0,45.0,0
629,c139,Infubinol,Male,11,28,5,48.75311208,0
630,c139,Infubinol,Male,11,28,10,49.99295391,0
631,c139,Infubinol,Male,11,28,15,51.8332246,0
632,c139,Infubinol,Male,11,28,20,56.74200681,0
633,c139,Infubinol,Male,11,28,25,61.46196976,0
634,c139,Infubinol,Male,11,28,30,64.14987077,1
635,c139,Infubinol,Male,11,28,35,67.82141969,1
636,c139,Infubinol,Male,11,28,40,69.42814095,2
637,c139,Infubinol,Male,11,28,45,72.2267309,2
638,c264,Zoniferol,Female,11,27,0,45.0,0
639,c264,Zoniferol,Female,11,27,5,45.79170389,0
640,c264,Zoniferol,Female,11,27,10,49.02659196,0
641,c264,Zoniferol,Female,11,27,15,53.66494165,1
642,c264,Zoniferol,Female,11,27,20,54.5681957,1
643,c264,Zoniferol,Female,11,27,25,56.96676876,2
644,c264,Zoniferol,Female,11,27,30,57.82391556,2
645,c264,Zoniferol,Female,11,27,35,61.07479506,2
646,c264,Zoniferol,Female,11,27,40,65.70832272,2
647,c264,Zoniferol,Female,11,27,45,67.94212107,2
648,c282,Placebo,Male,12,27,0,45.0,0
649,c282,Placebo,Male,12,27,5,45.72568973,0
650,c282,Placebo,Male,12,27,10,48.17950638,0
651,c282,Placebo,Male,12,27,15,49.26607873,0
652,c282,Placebo,Male,12,27,20,51.95057423,0
653,c282,Placebo,Male,12,27,25,56.29220039,1
654,c282,Placebo,Male,12,27,30,59.00590207,1
655,c282,Placebo,Male,12,27,35,59.88765475,1
656,c282,Placebo,Male,12,27,40,65.02179944,2
657,c282,Placebo,Male,12,27,45,65.81516535,2
658,c302,Zoniferol,Female,10,29,0,45.0,0
659,c302,Zoniferol,Female,10,29,5,47.69067986,1
660,c302,Zoniferol,Female,10,29,10,48.53356704,1
661,c302,Zoniferol,Female,10,29,15,52.71663459,2
662,c302,Zoniferol,Female,10,29,20,54.08090836,3
663,c302,Zoniferol,Female,10,29,25,55.07622853,3
664,c302,Zoniferol,Female,10,29,30,57.41974389,3
665,c302,Zoniferol,Female,10,29,35,62.23657157,3
666,c302,Zoniferol,Female,10,29,40,63.28107148,4
667,c302,Zoniferol,Female,10,29,45,64.57522157,4
668,c326,Infubinol,Female,18,25,0,45.0,0
669,c326,Infubinol,Female,18,25,5,36.3213458,0
670,c402,Stelasyn,Female,1,27,0,45.0,0
671,c402,Stelasyn,Female,1,27,5,49.3426301,1
672,c402,Stelasyn,Female,1,27,10,50.56689412,1
673,c402,Stelasyn,Female,1,27,15,52.23071944,1
674,c402,Stelasyn,Female,1,27,20,54.88332044,2
675,c402,Stelasyn,Female,1,27,25,58.26988853,2
676,c402,Stelasyn,Female,1,27,30,63.74319428,2
677,c402,Stelasyn,Female,1,27,35,65.8079627,2
678,c402,Stelasyn,Female,1,27,40,70.22229679,2
679,c402,Stelasyn,Female,1,27,45,74.04039018,3
680,c559,Zoniferol,Female,19,28,0,45.0,0
681,c559,Zoniferol,Female,19,28,5,46.56263793,0
682,c559,Zoniferol,Female,19,28,10,47.29326012,0
683,c559,Zoniferol,Female,19,28,15,51.41490358,1
684,c559,Zoniferol,Female,19,28,20,52.60436695,2
685,c559,Zoniferol,Female,19,28,25,54.55544168,2
686,c559,Zoniferol,Female,19,28,30,57.14614388,2
687,c559,Zoniferol,Female,19,28,35,59.45504074,2
688,c559,Zoniferol,Female,19,28,40,60.86184431,3
689,c559,Zoniferol,Female,19,28,45,61.84005842,4
690,c580,Ketapril,Male,22,25,0,45.0,0
691,c580,Ketapril,Male,22,25,5,46.6284548,0
692,c580,Ketapril,Male,22,25,10,47.57017382,1
693,c580,Ketapril,Male,22,25,15,51.991708,1
694,c580,Ketapril,Male,22,25,20,55.57532195,2
695,c580,Ketapril,Male,22,25,25,56.28906231,2
696,c580,Ketapril,Male,22,25,30,58.04656941,3
697,c757,Placebo,Male,9,27,0,45.0,0
698,c757,Placebo,Male,9,27,5,47.78327981,0
699,c757,Placebo,Male,9,27,10,49.21931669,0
700,c757,Placebo,Male,9,27,15,51.532603,0
701,c757,Placebo,Male,9,27,20,52.81863401,1
702,c757,Placebo,Male,9,27,25,57.10641821,2
703,c757,Placebo,Male,9,27,30,60.09857184,2
704,c757,Placebo,Male,9,27,35,64.29116351,2
705,c757,Placebo,Male,9,27,40,66.60436771,2
706,c757,Placebo,Male,9,27,45,69.04284082,3
707,c766,Placebo,Female,13,26,0,45.0,0
708,c766,Placebo,Female,13,26,5,47.31305537,0
709,c766,Placebo,Female,13,26,10,49.50027098,1
710,c766,Placebo,Female,13,26,15,50.59663325,2
711,c766,Placebo,Female,13,26,20,53.00686463,3
712,c766,Placebo,Female,13,26,25,58.21462437,3
713,c766,Placebo,Female,13,26,30,60.2559245,3
714,c766,Placebo,Female,13,26,35,65.95236791,4
715,c766,Placebo,Female,13,26,40,67.68529456,4
716,c766,Placebo,Female,13,26,45,69.82314577,4
717,c819,Ketapril,Male,21,25,0,45.0,0
718,c819,Ketapril,Male,21,25,5,45.76924864,1
719,c819,Ketapril,Male,21,25,10,46.65839527,1
720,c819,Ketapril,Male,21,25,15,48.37099912,1
721,c819,Ketapril,Male,21,25,20,49.76241475,1
722,c819,Ketapril,Male,21,25,25,51.82835706,1
723,c819,Ketapril,Male,21,25,30,56.0989982,1
724,c819,Ketapril,Male,21,25,35,57.72953466,1
725,c819,Ketapril,Male,21,25,40,62.17570465,1
726,c832,Ketapril,Male,18,29,0,45.0,0
727,c832,Ketapril,Male,18,29,5,48.68546123,1
728,c832,Ketapril,Male,18,29,10,49.81141262,1
729,c832,Ketapril,Male,18,29,15,52.86453449,1
730,c832,Ketapril,Male,18,29,20,56.71023353,1
731,c832,Ketapril,Male,18,29,25,58.89181644,2
732,c832,Ketapril,Male,18,29,30,60.49637579,2
733,c832,Ketapril,Male,18,29,35,61.12448717,2
734,c832,Ketapril,Male,18,29,40,62.57231816,2
735,c832,Ketapril,Male,18,29,45,65.41595451,3
736,c895,Infubinol,Female,7,29,0,45.0,0
737,c895,Infubinol,Female,7,29,5,45.47754399,0
738,c895,Infubinol,Female,7,29,10,49.77901542,0
739,c895,Infubinol,Female,7,29,15,52.94946474,1
740,c895,Infubinol,Female,7,29,20,53.6768396,2
741,c895,Infubinol,Female,7,29,25,57.53419288,2
742,c895,Infubinol,Female,7,29,30,60.96971133,2
743,c927,Propriva,Female,4,26,0,45.0,0
744,c927,Propriva,Female,4,26,5,46.35184205,0
745,c927,Propriva,Female,4,26,10,50.96529767,1
746,c927,Propriva,Female,4,26,15,53.26643087,1
747,c927,Propriva,Female,4,26,20,55.48168922,1
748,c927,Propriva,Female,4,26,25,56.54551947,2
749,c927,Propriva,Female,4,26,30,60.7539246,2
750,c927,Propriva,Female,4,26,35,61.87227365,3
751,c927,Propriva,Female,4,26,40,64.18322918,4
752,d133,Zoniferol,Male,5,30,0,45.0,0
753,d164,Zoniferol,Male,21,28,0,45.0,0
754,d164,Zoniferol,Male,21,28,5,46.61767061,0
755,d164,Zoniferol,Male,21,28,10,47.47464468,1
756,d474,Ketapril,Male,18,27,0,45.0,0
757,d474,Ketapril,Male,18,27,5,45.91835225,0
758,d474,Ketapril,Male,18,27,10,46.97496297,0
759,d474,Ketapril,Male,18,27,15,47.77793584,0
760,d474,Ketapril,Male,18,27,20,51.73149416,0
761,d474,Ketapril,Male,18,27,25,54.27932462,0
762,d474,Ketapril,Male,18,27,30,55.34134157,0
763,d474,Ketapril,Male,18,27,35,56.47911257,0
764,d474,Ketapril,Male,18,27,40,60.23373278,1
765,e213,Naftisol,Male,8,27,0,45.0,0
766,e213,Naftisol,Male,8,27,5,45.69925018,1
767,e213,Naftisol,Male,8,27,10,47.3915712,2
768,e213,Naftisol,Male,8,27,15,51.7916953,2
769,e213,Naftisol,Male,8,27,20,52.61376289,2
770,e213,Naftisol,Male,8,27,25,55.22447615,2
771,e213,Naftisol,Male,8,27,30,56.45872864,3
772,e213,Naftisol,Male,8,27,35,58.24585435,3
773,e213,Naftisol,Male,8,27,40,60.23654797,3
774,e213,Naftisol,Male,8,27,45,63.1056963,4
775,e227,Placebo,Male,1,30,0,45.0,0
776,e227,Placebo,Male,1,30,5,47.23801112,0
777,e227,Placebo,Male,1,30,10,51.34975705,1
778,e227,Placebo,Male,1,30,15,52.83394196,1
779,e227,Placebo,Male,1,30,20,56.6075521,1
780,e227,Placebo,Male,1,30,25,60.60029169,1
781,e227,Placebo,Male,1,30,30,62.46438515,2
782,e227,Placebo,Male,1,30,35,66.94912136,3
783,e227,Placebo,Male,1,30,40,70.7152176,3
784,e227,Placebo,Male,1,30,45,73.21293851,3
785,e291,Naftisol,Female,14,29,0,45.0,0
786,e291,Naftisol,Female,14,29,5,46.14250486,0
787,e291,Naftisol,Female,14,29,10,48.52974125,1
788,e291,Naftisol,Female,14,29,15,49.3484262,1
789,e291,Naftisol,Female,14,29,20,52.53376479,1
790,e291,Naftisol,Female,14,29,25,55.1389525,2
791,e476,Infubinol,Male,23,26,0,45.0,0
792,e476,Infubinol,Male,23,26,5,47.11180113,0
793,e476,Infubinol,Male,23,26,10,49.43168536,0
794,e476,Infubinol,Male,23,26,15,54.04621267,0
795,e476,Infubinol,Male,23,26,20,55.24927296,0
796,e476,Infubinol,Male,23,26,25,57.408638,0
797,e476,Infubinol,Male,23,26,30,57.99279743,1
798,e476,Infubinol,Male,23,26,35,60.0643402,1
799,e476,Infubinol,Male,23,26,40,61.52527583,1
800,e476,Infubinol,Male,23,26,45,62.43540402,1
801,e584,Naftisol,Male,9,27,0,45.0,0
802,e584,Naftisol,Male,9,27,5,45.6569785,0
803,e584,Naftisol,Male,9,27,10,47.25064148,0
804,e584,Naftisol,Male,9,27,15,48.43041053,1
805,e584,Naftisol,Male,9,27,20,50.34492095,2
806,e584,Naftisol,Male,9,27,25,51.38641908,2
807,e584,Naftisol,Male,9,27,30,54.98440767,3
808,e584,Naftisol,Male,9,27,35,58.08655989,3
809,e584,Naftisol,Male,9,27,40,62.81687083,4
810,e584,Naftisol,Male,9,27,45,68.3597767,4
811,f129,Zoniferol,Female,11,29,0,45.0,0
812,f129,Zoniferol,Female,11,29,5,47.00059399,0
813,f129,Zoniferol,Female,11,29,10,48.17971908,1
814,f129,Zoniferol,Female,11,29,15,49.98830246,1
815,f234,Stelasyn,Male,14,28,0,45.0,0
816,f234,Stelasyn,Male,14,28,5,47.31349062,0
817,f234,Stelasyn,Male,14,28,10,47.90432375,0
818,f234,Stelasyn,Male,14,28,15,48.73519714,1
819,f234,Stelasyn,Male,14,28,20,51.11271293,2
820,f234,Stelasyn,Male,14,28,25,52.17860221,2
821,f234,Stelasyn,Male,14,28,30,56.87381654,2
822,f234,Stelasyn,Male,14,28,35,57.74875831,2
823,f278,Ketapril,Male,12,30,0,45.0,0
824,f278,Ketapril,Male,12,30,5,48.19457788,0
825,f345,Infubinol,Male,23,26,0,45.0,0
826,f345,Infubinol,Male,23,26,5,45.5911466,0
827,f345,Infubinol,Male,23,26,10,47.22244619,0
828,f345,Infubinol,Male,23,26,15,48.35223854,0
829,f345,Infubinol,Male,23,26,20,49.61338303,0
830,f345,Infubinol,Male,23,26,25,53.0788944,0
831,f345,Infubinol,Male,23,26,30,54.36379731,1
832,f345,Infubinol,Male,23,26,35,56.52332726,1
833,f345,Infubinol,Male,23,26,40,58.3155925,1
834,f345,Infubinol,Male,23,26,45,60.91876652,1
835,f394,Zoniferol,Male,19,30,0,45.0,0
836,f394,Zoniferol,Male,19,30,5,47.03309963,0
837,f436,Ceftamin,Female,3,25,0,45.0,0
838,f436,Ceftamin,Female,3,25,5,46.37079759,1
839,f436,Ceftamin,Female,3,25,10,48.14697758,2
840,f436,Ceftamin,Female,3,25,15,48.72207785,2
841,f545,Zoniferol,Female,20,26,0,45.0,0
842,f545,Zoniferol,Female,20,26,5,46.56581263,0
843,f545,Zoniferol,Female,20,26,10,51.07251225,0
844,f545,Zoniferol,Female,20,26,15,53.94554429,1
845,f545,Zoniferol,Female,20,26,20,58.84118888,1
846,f545,Zoniferol,Female,20,26,25,60.25348139,1
847,f545,Zoniferol,Female,20,26,30,65.89398607,1
848,f545,Zoniferol,Female,20,26,35,66.74292417,1
849,f545,Zoniferol,Female,20,26,40,71.10811835,1
850,f545,Zoniferol,Female,20,26,45,73.32443228,1
851,f932,Ketapril,Male,15,29,0,45.0,0
852,f993,Naftisol,Male,21,28,0,45.0,0
853,f993,Naftisol,Male,21,28,5,46.39575966,0
854,f993,Naftisol,Male,21,28,10,48.18537323,0
855,f993,Naftisol,Male,21,28,15,49.10697473,1
856,f993,Naftisol,Male,21,28,20,52.07951009,1
857,g107,Ketapril,Female,2,29,0,45.0,0
858,g107,Ketapril,Female,2,29,5,48.79166496,0
859,g107,Ketapril,Female,2,29,10,53.43598668,0
860,g107,Ketapril,Female,2,29,15,58.13554485,0
861,g107,Ketapril,Female,2,29,20,62.70603145,0
862,g107,Ketapril,Female,2,29,25,64.66362579,0
863,g107,Ketapril,Female,2,29,30,69.16051982,0
864,g107,Ketapril,Female,2,29,35,71.90511721,0
865,g296,Zoniferol,Female,14,29,0,45.0,0
866,g296,Zoniferol,Female,14,29,5,46.59323337,0
867,g296,Zoniferol,Female,14,29,10,48.26950861,0
868,g296,Zoniferol,Female,14,29,15,49.65324404,1
869,g296,Zoniferol,Female,14,29,20,51.4471183,2
870,g296,Zoniferol,Female,14,29,25,55.6701066,3
871,g296,Zoniferol,Female,14,29,30,57.99770642,3
872,g296,Zoniferol,Female,14,29,35,60.38451978,4
873,g296,Zoniferol,Female,14,29,40,62.22191493,4
874,g296,Zoniferol,Female,14,29,45,68.16319517,4
875,g497,Ketapril,Male,19,28,0,45.0,0
876,g497,Ketapril,Male,19,28,5,48.78206878,0
877,g497,Ketapril,Male,19,28,10,49.6470865,0
878,g497,Ketapril,Male,19,28,15,53.64616804,1
879,g497,Ketapril,Male,19,28,20,55.09699356,1
880,g497,Ketapril,Male,19,28,25,57.52444611,2
881,g497,Ketapril,Male,19,28,30,61.108186,2
882,g497,Ketapril,Male,19,28,35,64.0948893,2
883,g497,Ketapril,Male,19,28,40,67.74281406,2
884,g497,Ketapril,Male,19,28,45,69.87225079,2
885,g558,Propriva,Male,8,29,0,45.0,0
886,g558,Propriva,Male,8,29,5,46.18874193,0
887,g558,Propriva,Male,8,29,10,50.09475382,0
888,g558,Propriva,Male,8,29,15,51.007258,0
889,g558,Propriva,Male,8,29,20,55.09009691,1
890,g558,Propriva,Male,8,29,25,55.75408257,2
891,g558,Propriva,Male,8,29,30,58.95282911,3
892,g558,Propriva,Male,8,29,35,60.86215883,4
893,g558,Propriva,Male,8,29,40,61.77496268,4
894,g570,Propriva,Male,16,29,0,45.0,0
895,g570,Propriva,Male,16,29,5,47.65642436,1
896,g570,Propriva,Male,16,29,10,49.18823167,1
897,g570,Propriva,Male,16,29,15,52.6826954,1
898,g570,Propriva,Male,16,29,20,54.64329541,1
899,g570,Propriva,Male,16,29,25,56.8494056,1
900,g570,Propriva,Male,16,29,30,60.32871705,1
901,g570,Propriva,Male,16,29,35,62.3304204,2
902,g570,Propriva,Male,16,29,40,68.52585616,2
903,g570,Propriva,Male,16,29,45,70.49278763,2
904,g867,Stelasyn,Female,9,25,0,45.0,0
905,g867,Stelasyn,Female,9,25,5,46.88074916,0
906,g867,Stelasyn,Female,9,25,10,48.18340167,0
907,g867,Stelasyn,Female,9,25,15,51.06041924,1
918,g989,Propriva,Female,21,26,25,56.04556353,1
919,g989,Propriva,Female,21,26,30,59.08229394,1
920,g989,Propriva,Female,21,26,35,62.57087961,2
921,h246,Ketapril,Male,13,30,0,45.0,0
922,h246,Ketapril,Male,13,30,5,49.47041702,0
923,h246,Ketapril,Male,13,30,10,51.36886216,1
924,h246,Ketapril,Male,13,30,15,56.18432701,1
925,h246,Ketapril,Male,13,30,20,57.93591218,1
926,h246,Ketapril,Male,13,30,25,59.5488537,1
927,h246,Ketapril,Male,13,30,30,63.59960954,1
928,h246,Ketapril,Male,13,30,35,67.2112701,2
929,h246,Ketapril,Male,13,30,40,71.15083468,2
930,h246,Ketapril,Male,13,30,45,74.10408567,2
931,h333,Stelasyn,Male,21,27,0,45.0,0
932,h333,Stelasyn,Male,21,27,5,45.75172728,0
933,h333,Stelasyn,Male,21,27,10,46.23384414,1
934,h333,Stelasyn,Male,21,27,15,50.69260358,2
935,h333,Stelasyn,Male,21,27,20,51.99780618,2
936,h333,Stelasyn,Male,21,27,25,53.73091434,2
937,h333,Stelasyn,Male,21,27,30,55.45528975,2
938,h428,Ketapril,Female,1,27,0,45.0,0
939,h531,Ceftamin,Male,5,27,0,45.0,0
940,h531,Ceftamin,Male,5,27,5,47.7846818,0
941,i386,Infubinol,Female,23,29,0,45.0,0
942,i386,Infubinol,Female,23,29,5,46.85369669,1
943,i386,Infubinol,Female,23,29,10,49.86154739,2
944,i386,Infubinol,Female,23,29,15,51.73656088,2
945,i386,Infubinol,Female,23,29,20,55.08772445,2
946,i386,Infubinol,Female,23,29,25,56.68786392,3
947,i386,Infubinol,Female,23,29,30,59.13364029,3
948,i386,Infubinol,Female,23,29,35,64.92542037,3
949,i386,Infubinol,Female,23,29,40,67.28962147,4
950,i477,Placebo,Female,3,30,0,45.0,0
951,i477,Placebo,Female,3,30,5,46.65738471,0
952,i477,Placebo,Female,3,30,10,47.52063206,0
953,i635,Propriva,Male,21,26,0,45.0,0
954,i635,Propriva,Male,21,26,5,47.23593715,0
955,i635,Propriva,Male,21,26,10,48.68575605,1
956,i635,Propriva,Male,21,26,15,49.53689775,1
957,i635,Propriva,Male,21,26,20,51.87706189,1
958,i635,Propriva,Male,21,26,25,52.92882323,1
959,i635,Propriva,Male,21,26,30,53.5970382,2
960,i635,Propriva,Male,21,26,35,55.67999656,2
961,i635,Propriva,Male,21,26,40,56.84243514,3
962,i635,Propriva,Male,21,26,45,58.63340414,3
963,i669,Placebo,Female,18,27,0,45.0,0
964,i669,Placebo,Female,18,27,5,46.76466824,1
965,i669,Placebo,Female,18,27,10,48.2816334,1
966,i669,Placebo,Female,18,27,15,48.8576007,1
967,i669,Placebo,Female,18,27,20,50.87369027,1
968,i669,Placebo,Female,18,27,25,53.30318455,2
969,i901,Stelasyn,Male,23,29,0,45.0,0
970,i901,Stelasyn,Male,23,29,5,46.49302392,0
971,i901,Stelasyn,Male,23,29,10,50.42124982,0
972,i901,Stelasyn,Male,23,29,15,51.41964239,0
973,i901,Stelasyn,Male,23,29,20,55.97440502,0
974,i901,Stelasyn,Male,23,29,25,56.575195,0
975,i901,Stelasyn,Male,23,29,30,60.59185755,0
976,i901,Stelasyn,Male,23,29,35,62.12733561,0
977,i901,Stelasyn,Male,23,29,40,64.30345451,0
978,i901,Stelasyn,Male,23,29,45,65.34181087,0
979,j235,Placebo,Male,6,30,0,45.0,0
980,j235,Placebo,Male,6,30,5,46.58881978,0
981,j235,Placebo,Male,6,30,10,48.01878792,1
982,j235,Placebo,Male,6,30,15,51.16113815,1
983,j235,Placebo,Male,6,30,20,52.94290169,1
984,j296,Ceftamin,Female,24,30,0,45.0,0
985,j296,Ceftamin,Female,24,30,5,46.79925591,1
986,j296,Ceftamin,Female,24,30,10,48.52997762,2
987,j296,Ceftamin,Female,24,30,15,50.70127959,2
988,j296,Ceftamin,Female,24,30,20,54.00534209,3
989,j296,Ceftamin,Female,24,30,25,55.76714817,3
990,j296,Ceftamin,Female,24,30,30,56.80306121,3
991,j296,Ceftamin,Female,24,30,35,58.71448296,3
992,j296,Ceftamin,Female,24,30,40,60.07268848,3
993,j296,Ceftamin,Female,24,30,45,61.84902336,3
994,j365,Zoniferol,Male,24,28,0,45.0,0
995,j365,Zoniferol,Male,24,28,5,46.7112611,0
996,j365,Zoniferol,Male,24,28,10,48.34932028,0
997,j365,Zoniferol,Male,24,28,15,49.58826336,0
998,j365,Zoniferol,Male,24,28,20,50.93935278,1
999,j365,Zoniferol,Male,24,28,25,51.8103204,1
1000,j365,Zoniferol,Male,24,28,30,54.40488176,1
1001,j365,Zoniferol,Male,24,28,35,56.96120016,2
1002,j365,Zoniferol,Male,24,28,40,62.32717066,2
1003,j365,Zoniferol,Male,24,28,45,64.29408493,2
1004,j755,Naftisol,Male,23,27,0,45.0,0
1005,j755,Naftisol,Male,23,27,5,47.24284357,0
1006,j755,Naftisol,Male,23,27,10,48.16706083,0
1007,j755,Naftisol,Male,23,27,15,51.45397391,0
